Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,119,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,240,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,364,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,484,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,607,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,728,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,849,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,969,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1091,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1214,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1335,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1456,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1580,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1699,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1825,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1947,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,2071,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,2192,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,2314,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,2436,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,2559,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,2683,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,2806,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,2926,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,3050,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,3171,0
