Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,191,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,383,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,580,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,778,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,977,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1175,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1374,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1566,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1763,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,1958,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,2157,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,2353,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,2543,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,2740,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,2930,0
