Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,140,351
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,281,699
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,1,421,1046
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,566,1389
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,1,707,1733
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,856,2076
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,1,1009,2416
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1152,2749
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,1,1284,3107
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1425,3455
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,1,1566,3800
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,1,1708,4143
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,1,1853,4493
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1989,4844
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,1,2126,5196
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,1,2263,5547
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,1,2407,5890
