Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,172,20
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,345,44
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,522,64
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,701,78
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,881,95
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1056,114
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1234,132
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,1413,151
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1590,167
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,1765,185
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,1947,201
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,2136,209
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,2319,222
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
7,0,2501,237
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,2675,259
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,1,2855,274
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
6,0,3040,282
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
8,0,3218,301
