Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,97,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,193,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,289,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,388,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,486,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,585,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,684,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,781,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,881,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,979,0
