Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,48,147
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,128,263
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,197,388
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,248,532
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,310,666
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,378,793
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,438,931
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,510,1057
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,583,1180
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,640,1316
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,706,1442
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,754,1592
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,825,1719
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,905,1836
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,965,1970
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1023,2107
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1086,2241
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1149,2373
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1216,2502
