Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,99,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,198,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,295,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,393,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,490,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,588,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,685,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,783,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,877,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,972,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1071,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1169,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1264,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1363,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
2,0,1460,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,1558,0
