Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,96,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,196,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,296,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,392,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,491,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,588,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,688,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,784,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,881,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,979,0
