Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,119,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,239,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,363,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,487,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,610,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
4,0,736,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,858,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,983,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
3,0,1106,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
5,0,1229,0
