Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,34,62
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,63,129
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,92,199
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,127,263
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,164,323
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,189,394
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,218,463
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,246,532
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,276,600
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,304,668
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,340,728
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,370,797
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,405,860
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,436,925
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,472,988
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,500,1060
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,532,1127
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,560,1197
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,588,1268
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,615,1340
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,642,1409
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,671,1478
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,708,1539
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,737,1603
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,771,1667
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,804,1733
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,839,1797
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,873,1861
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,900,1930
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,928,1999
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,961,2063
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,993,2129
