Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,25,72
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,52,144
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,87,207
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,117,276
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,158,334
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,202,390
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,227,462
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,259,523
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,285,595
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,319,659
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,351,725
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,384,792
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,419,855
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,451,920
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,483,986
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,515,1053
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,548,1120
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,580,1183
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,609,1252
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,645,1314
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,670,1384
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,709,1443
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,744,1506
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,781,1565
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,821,1622
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,857,1685
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,891,1749
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,927,1813
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,960,1877
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,999,1936
