Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,66,128
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,126,262
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,190,392
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,250,523
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,315,653
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,381,781
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,439,920
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,497,1054
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,567,1181
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,629,1314
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,697,1443
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,754,1583
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,819,1711
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,885,1844
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,956,1966
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,2,1019,2100
