Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,96,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,196,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,293,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,392,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,489,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,588,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,684,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,780,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,876,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,974,0
