Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,56,138
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,123,268
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,194,395
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,271,520
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,335,653
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,399,781
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,472,901
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,523,1045
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,595,1167
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,663,1298
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,729,1426
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,801,1551
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,871,1679
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,939,1807
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1012,1933
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1073,2069
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,1138,2200
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,1202,2329
