Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,34,65
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,66,131
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,96,198
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,119,275
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,153,339
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,185,405
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,210,476
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,249,535
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,281,599
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,314,666
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,347,730
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,385,793
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,423,853
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,460,915
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,489,983
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,513,1057
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,549,1121
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,579,1189
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,601,1263
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,633,1327
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,659,1400
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,683,1473
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,721,1532
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,759,1592
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,793,1657
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,826,1722
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,859,1788
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,898,1849
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,924,1919
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,957,1981
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,1,983,2051
