Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,99,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,196,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,296,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,396,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,494,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,591,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,690,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,787,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,887,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,986,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,96,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,195,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,293,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,390,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,488,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,587,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,685,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,784,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,882,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,977,0
