Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,192,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,388,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,583,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,780,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
1,0,971,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,190,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,382,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,579,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,778,0
Number of Full Hospitals,Emergencies in queue,Completed emergencies,Lost in queue
0,0,968,0
